213.87636927707106,252.7902098105251,105.31642316338268
197.09268132305883,269.4219122542599,138.8405376803361
151.8810475860252,290.6246331738762,111.99095225512603
190.91772813666626,305.4602248844136,149.3113591723832
176.43048933756995,260.35478170887563,118.75839747726502
240.28605562564462,290.4816698269315,128.92964517353735
232.70475297997615,335.30859342632897,109.93558454088797
186.4913439378199,252.86996944299716,108.58044976882725
198.52728480379133,286.3805712541575,147.5562913144534
196.00393337607173,316.38932752400166,146.44592877996584
213.57968617775109,285.6165825251179,146.52727288213003
162.09610570280853,318.61875909335623,127.29964517353734
153.50252494758703,301.54999487720363,117.25100716628344
213.71434312407916,286.0756568759208,145.62919272833938
210.22855348120677,313.0595972457959,147.46282581475768
161.01477309851342,285.4375234302759,126.87596321166023
186.7907235127902,252.93153950304944,110.63755271719324
199.20200714001808,250.50675879048796,107.36865504800328
205.60246515350383,348.3831644534631,111.45609477998339
157.68471157126044,324.3069621477321,111.36609477998338
207.95598426136937,319.92440311479237,144.43970231495837
242.0259467161884,326.96192774812704,99.18737967813583
208.03805948102823,290.6448959952298,148.6862913144534
225.58342999436925,304.57097572723484,143.4024048078213
191.08913107520277,346.58003055700283,113.71186779084996
190.57863641258493,297.06942473584485,149.82738003669027
214.61211139258572,260.94537280156794,127.79195175075135
212.08662930104694,250.86339326731593,104.13782368720626
227.67965864511584,311.44219378447536,138.93177550236464
151.36251121139534,307.7593846435404,112.28609477998339
201.85650400383201,283.69200648867945,147.10592877996586
226.00965141493458,257.20570621429033,103.5867978121472
222.09907082129143,266.6759286862775,130.24307376628292
175.6576614249583,335.69404934520435,126.58190374550271
172.7215336802366,303.86904563949196,142.20240480782132
201.37431378139925,297.73494106514835,150.7795413509548
204.09177115686074,308.0922769861302,149.3203876506104
168.9402055867694,338.50914151911525,106.28865504800328
194.34014938231797,313.09697667272764,148.24523779815178
193.79569688325256,275.77956487087454,143.12098535696978
198.91224949240285,273.9533883435841,142.6983650351056
151.21463709614545,288.60628483516695,106.41346717025736
229.72408304663767,294.50446632307757,140.0705376803361
205.7590982114695,267.8097311598319,137.0754790111386
188.2969379121681,266.5870315087999,136.39699001693256
181.22435737164656,329.0051854273439,135.89699001693256
151.7000687941775,309.63400124301023,101.65262032186418
